TIMESTAMP, READING, VALUE
2020-08-26 07:00:00,PX_GENERATOR_1_FUEL_LEVEL,362.1100
2020-08-26 07:30:00,PX_GENERATOR_POWER,6.8387
2020-08-26 07:30:00,PX_RECTIFIER_LOAD,2.3656
2020-08-26 07:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 08:00:00,PX_GENERATOR_POWER,9.7428
2020-08-26 08:00:00,PX_RECTIFIER_LOAD,2.4568
2020-08-26 08:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 08:30:00,PX_GENERATOR_POWER,0.1583
2020-08-26 08:30:00,PX_RECTIFIER_LOAD,2.4632
2020-08-26 08:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 09:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 09:00:00,PX_RECTIFIER_LOAD,2.5434
2020-08-26 09:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 09:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 09:30:00,PX_RECTIFIER_LOAD,2.5542
2020-08-26 09:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 10:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 10:00:00,PX_RECTIFIER_LOAD,2.5817
2020-08-26 10:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 10:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 10:30:00,PX_RECTIFIER_LOAD,2.6252
2020-08-26 10:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 11:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 11:00:00,PX_RECTIFIER_LOAD,2.5472
2020-08-26 11:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 11:30:00,PX_GENERATOR_POWER,0.0000
2020-08-26 11:30:00,PX_RECTIFIER_LOAD,2.7002
2020-08-26 11:30:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 12:00:00,PX_GENERATOR_POWER,0.0000
2020-08-26 12:00:00,PX_RECTIFIER_LOAD,2.6507
2020-08-26 12:00:00,PX_GENERATOR_1_FUEL_LEVEL,359.3700
2020-08-26 12:30:00,PX_GENERATOR_POWER,0.0000
